,Bed,Bath,Pet,Zip,Area,Price
830,1,1,1,10011,600,2699.711677730852
831,5,1,0,10009,1200,2868.4083479622295
832,2,1,0,10012,810,2426.1937374628524
833,3,1,0,11211,700,1547.5041247627541
834,2,1,0,11355,850,3106.4947194266233
835,2,1,0,11214,900,2942.8619213520906
836,0,1,0,10016,550,2740.3367857406156
837,1,1,0,10002,710,3033.9641524463277
838,1,1,0,10128,600,2160.7242787812083
839,0,1,0,10024,660,3285.1526835258173
840,0,1,1,11217,300,1745.151447823012
841,3,3,0,10013,2400,17600.312554737648
842,2,2,1,10301,1000,7712.426715442485
843,2,1,0,11373,800,2806.228651570773
844,2,2,0,10128,920,6769.372182315561
845,3,1,1,11236,1100,3815.350916005378
846,2,1,0,10016,600,1592.8484810518703
847,1,1,0,10034,642,2568.7849523351433
848,0,1,0,11221,700,3604.1872920216783
849,3,1,0,10465,1990,8149.811119502203
850,3,1,0,10014,1100,3317.416514040724
851,4,1,0,10038,2200,9063.917930546686
852,3,1,1,10465,2914,13573.149537234967
853,1,1,1,10028,650,2835.7657576467445
854,1,1,0,10075,640,2303.2310002416125
855,0,1,0,10028,470,2225.426559703862
856,0,1,0,10016,600,3015.9710554054727
857,3,3,1,10069,1877,15018.058110479942
858,3,3,1,10028,1523,13337.517261353682
859,0,1,1,11235,540,3031.248244927837
860,3,2,1,10461,1600,10370.056159721456
861,1,1,0,10017,710,2582.3811856114407
862,1,1,0,10023,508,1883.4540057138129
863,1,1,1,10016,710,3240.4222758175547
864,1,1,0,10011,701,2926.875788127667
865,2,2,1,11216,1275,9088.835008850238
866,0,1,0,10028,535,2583.7511102681765
867,1,1,0,10128,680,2601.73911024498
868,3,2,1,10011,2030,12715.879080648236
869,1,1,0,10017,710,2582.3811856114407
870,1,1,0,10014,710,2590.591785008439
871,2,1,0,11367,900,3394.4448881869776
872,2,1,0,10017,700,1815.6930445016678
873,2,1,0,10021,1100,4271.190483428964
874,2,1,0,10075,790,2418.572522059385
875,2,2,0,10011,1228,8676.649568074528
876,1,1,0,10021,1102,4993.77714139236
877,1,1,0,10019,711,3023.0556390456277
878,0,1,0,10021,580,2827.7166532680494
879,2,1,0,10454,600,1182.3185112019737
880,2,1,1,10280,800,2934.68608067052
881,1,1,0,10128,700,2711.9928181109226
882,2,1,0,11367,850,3118.8106185221204
883,2,1,0,11221,900,3283.6017963275053
884,3,4,1,10013,3347,26706.592601372307
885,3,1,0,10312,2015,8501.103838656578
886,3,2,0,10016,1000,6642.511216049994
887,0,1,0,10014,600,2695.757678922553
888,4,3,1,10023,2740,19495.00078606097
889,3,1,0,10463,900,2686.988900708675
890,3,4,1,10022,4200,31708.6001198452
891,1,1,0,10010,690,2927.8157442788834
892,1,1,1,10075,811,3575.5173168216224
893,1,1,0,10014,648,2248.8052906240155
894,1,1,0,10003,710,2931.3316599838527
895,0,1,0,10014,700,3247.0262182522683
896,0,1,0,11385,71,50.496885969294
897,0,1,1,11432,557,3264.5440863628537
898,1,1,1,10021,650,2831.6604579482455
899,2,1,0,10023,850,3057.2311230446358
900,2,1,0,10024,790,2578.6792103008447
901,0,1,1,10021,560,3047.0800597283032
902,0,1,0,10021,500,2386.7018218042776
903,1,1,0,10452,415,1243.5099734837095
904,1,1,1,10128,600,2490.3413931074047
905,0,1,1,10010,497,2905.045864875532
906,2,1,0,10459,750,2214.4863051214934
907,1,1,1,10007,716,2916.337314407928
908,0,1,1,11691,488,2806.1680999538694
909,1,2,1,10028,1050,8596.98977982167
910,1,1,1,11201,663,3075.7479553980647
911,1,1,0,11230,650,2740.150726134989
912,2,2,0,10128,1258,8632.659845249997
913,0,1,0,10003,580,2926.2438460320245
914,2,1,0,10003,1002,3829.4745076498184
915,1,1,0,10003,661,2661.2100757122935
916,2,1,1,11215,850,3165.1620536518885
917,1,1,0,10003,558,2093.403480202687
918,1,1,1,10019,787,3771.6368432624085
919,3,3,0,10014,3300,22557.62410900658
920,2,1,0,10013,904,2952.5967638297825
921,0,1,0,10019,580,3012.4551397005034
922,3,1,0,10010,960,2993.11822611551
923,0,2,0,10013,1100,9012.355540125693
924,4,3,0,10128,1400,11548.488461600653
925,1,1,0,10014,1000,4189.270549064611
926,3,1,1,10034,1100,4000.089402437832
927,1,1,0,11238,700,2954.2055003223613
928,2,2,1,10024,1004,7644.160863648696
929,2,2,0,10016,701,5705.779570630948
930,1,1,0,10021,748,3042.2865121651685
931,1,1,0,10014,1142,4972.071874912806
932,3,3,1,10022,2621,19447.920018972938
933,0,1,0,10036,560,2725.673544799105
934,1,1,1,10128,600,2490.3413931074047
935,2,2,1,10036,1200,8716.43660133794
936,1,1,0,10009,610,2462.1691146241174
937,1,1,0,10128,700,2711.9928181109226
938,2,2,1,10036,1000,7613.89952267851
939,0,1,1,10017,575,2879.3470590193238
940,3,1,0,11212,900,2366.7755242257554
941,1,1,0,10021,650,2502.0433436220483
942,3,2,0,10128,1150,7325.7285355971035
943,1,1,0,10065,480,1503.3073312840497
944,2,1,0,10016,905,3274.2175260075
945,1,1,0,10028,710,2836.9097669183766
946,2,2,1,10036,980,7503.645814812568
947,3,2,0,10028,1400,8773.689978795872
948,3,3,1,10019,1589,13881.987684045249
949,1,1,0,10024,550,1967.1960030863302
950,2,1,0,10075,868,2848.5619827365617
951,1,1,0,10128,500,1609.4557394514932
952,0,1,0,10022,540,2668.788733013648
953,0,1,0,10016,580,2905.7173475395302
954,1,1,0,10025,500,1757.2465285974558
955,3,2,0,10009,1150,7572.046517507042
956,3,1,0,10128,1254,4342.897951643939
957,2,1,1,11213,860,3253.131305172852
958,0,1,0,10128,500,2321.017026628295
959,0,1,1,10003,420,2373.831297430678
960,0,1,0,10021,485,2304.0115409048203
961,1,1,1,10001,591,2728.0982034626577
962,1,1,0,11415,700,2683.2557202214293
963,1,1,0,10002,500,1876.3002198539261
964,2,1,0,10009,820,2908.2717600397173
965,3,2,1,10463,900,6572.755879890938
966,3,1,0,10005,1100,3777.210080272608
967,3,3,1,11367,3100,22252.70831030223
968,1,1,0,10002,696,2956.7865569401674
969,2,1,0,10005,895,3358.6708618234943
970,0,1,0,10013,455,1900.523596592966
971,3,3,1,10019,4075,27586.52357178196
972,0,1,0,10010,560,2922.727930327055
973,0,1,0,10003,580,2926.2438460320245
974,3,2,0,10011,1350,8637.63589887998
975,1,1,0,10019,830,3679.065200847989
976,1,1,0,10017,680,2417.000623812526
977,0,1,0,10019,450,2295.8060385718736
978,1,1,1,11211,700,3300.2438134425547
979,1,1,1,10022,831,3891.036009612515
980,1,1,0,10022,540,1957.2274458368465
981,0,1,0,11435,500,2222.489833864319
982,1,1,0,10005,600,2443.9899579776365
983,1,1,0,10462,620,2385.926378205122
984,2,1,0,11215,1100,4213.716287649979
985,4,2,0,10010,1250,7436.385567850946
986,0,1,1,10010,669,3853.227752522642
987,3,2,0,10036,1100,7123.989660505227
988,1,1,0,10011,690,2866.2362488013987
989,0,1,0,10014,580,2585.5039710566107
990,2,1,0,10016,775,2557.568424878871
991,1,1,1,10001,635,2970.6563607677326
992,1,1,0,10010,650,2707.3083285469975
993,2,2,0,10024,1600,10600.104243727601
994,4,2,1,11101,1433,8766.613509753524
995,5,6,1,10036,4000,36241.87130046381
996,1,2,0,10021,695,6306.264051176486
997,0,1,0,10028,550,2666.4413911676347
998,0,1,0,11211,85,291.88646941541265
999,1,1,1,10017,1100,5061.945603323526
1000,1,1,0,10014,575,1846.3792569133238
1001,2,2,1,10022,1380,9762.088868211913
1002,1,1,0,10005,855,3849.724733268409
1003,1,1,0,10003,654,2622.6212779592133
1004,2,1,0,10016,710,2199.2438743145567
1005,2,2,0,10282,925,6727.145514407563
1006,2,1,0,10028,860,2952.251288736147
1007,3,2,0,10003,960,6442.530298810603
1008,1,1,1,10003,603,2671.0914372272546
1009,1,1,1,10025,550,2362.49791258851
1010,4,3,0,10024,2900,19899.622545516355
1011,2,2,1,10128,1200,8642.54120676496
1012,0,1,0,10033,400,2081.751264384501
1013,2,2,0,10022,932,6962.788697688593
1014,3,1,0,11220,1250,4111.476925447303
1015,4,3,1,10028,2100,15806.775446109335
1016,1,1,1,10011,890,4298.390441787025
1017,1,1,0,10003,660,2655.6973903189955
1018,2,1,0,10014,1400,5682.783419206669
1019,2,2,1,10065,1609,10901.33483232199
1020,1,1,1,11201,731,3450.610562142272
1021,3,2,1,10280,1206,8017.4249280284275
1022,4,2,1,11211,880,5713.993187561704
1023,3,2,1,10016,1050,7247.762600041049
1024,2,2,0,10013,1440,9463.545999493119
1025,3,2,1,10128,1356,8790.958840942512
1026,1,1,0,10019,800,3513.6846390490746
1027,0,1,1,10022,397,2210.0918360983524
1028,2,1,0,10001,748,2552.411408707312
1029,1,1,0,10009,710,3013.4376539538316
1030,1,1,0,10019,750,3238.0503693842165
1031,2,2,1,11210,800,6396.41405246111
1032,1,1,0,10003,450,1498.0334577265949
1033,2,2,1,11101,1089,8293.372308812908
1034,4,3,0,10471,2224,15926.729237737545
1035,1,1,1,10018,668,3090.9954832690537
1036,1,1,0,10016,750,3131.3125772232434
1037,5,2,0,10019,3000,16351.49722045166
1038,1,1,0,10024,650,2518.4645424160444
1039,1,1,1,10001,568,2601.306439416823
1040,4,5,1,10019,3603,31385.274508681032
1041,1,1,0,10016,710,2910.8051614913584
1042,4,4,1,10006,2669,22355.95781030402
1043,1,1,0,10024,548,1956.1706322997352
1044,0,1,0,10011,580,2971.402142715513
1045,0,1,0,10128,540,2541.52444236018
1046,2,2,1,10018,997,7749.257555343082
1047,1,1,1,10005,662,3115.393566688257
1048,1,1,0,10010,700,2982.9425982118546
1049,1,1,0,10011,557,2133.049091492878
1050,1,1,0,10021,710,2832.8044672198776
1051,3,2,1,10016,1100,7523.396869705906
1052,0,1,1,10018,421,2440.92347830146
1053,0,1,1,10037,305,1698.8194802165162
1054,0,1,1,10011,575,3273.455830075225
1055,1,1,0,11360,575,2158.3820339992453
1056,2,2,0,10013,1600,10345.575662420664
1057,2,2,1,11201,1200,8880.648589277898
1058,2,2,1,11101,956,7560.185151504389
1059,2,1,0,10022,600,1576.4272822578741
1060,1,1,1,10069,676,2708.145797771538
1061,2,2,0,10019,1082,7912.850497638134
1062,1,1,0,10014,710,2590.591785008439
1063,2,1,0,10024,700,2082.537524904101
1064,5,3,1,10019,3500,22993.606896282494
1065,3,2,1,10011,1250,8415.984473876462
1066,1,1,1,10010,944,4657.654948502557
1067,2,1,0,10010,900,3373.9183896944824
1068,0,1,0,10014,500,2144.489139592839
1069,2,1,1,10024,1100,4617.228796549158
1070,2,1,0,10028,785,2538.7998842388615
1071,1,1,0,10019,600,2411.147560389645
1072,1,1,1,10005,791,3826.52998242359
1073,3,2,1,10028,800,5795.695857143781
1074,2,2,1,10036,1100,8165.168062008226
1075,3,1,0,10029,911,2476.678659934012
1076,0,1,0,10011,468,2353.9813786662326
1077,0,1,1,10005,438,2592.113325766497
1078,3,2,0,10065,1150,7329.833835295602
1079,2,1,0,11102,850,3032.5993248536415
1080,2,2,0,10016,920,6913.057671763025
1081,1,1,0,10024,580,2132.576564885244
1082,1,1,0,10023,1096,5124.913016972536
1083,0,1,1,11249,461,2587.535499460364
1084,1,1,1,10009,600,2736.6593750173424
1085,1,1,1,10024,600,2572.4473870773836
1086,2,1,1,10128,790,2826.190330657062
1087,2,2,1,10011,1324,9535.484480157253
1088,1,1,0,10022,710,2894.383962697362
1089,1,1,1,11432,800,3892.5653497572594
1090,1,1,1,11374,698,3338.482039037948
1091,1,1,0,10065,880,3708.3814886029086
1092,0,1,0,10003,450,2209.5947449033956
1093,0,1,1,10019,515,2983.7477034623853
1094,1,1,0,10022,695,2811.693681797905
1095,1,2,0,10075,800,6741.410528025222
1096,0,1,0,11238,1640,8847.69105719848
1097,1,2,0,10128,900,7370.6797616264175
1098,2,1,0,10022,250,-353.0126053961276
1099,2,1,1,10014,789,2644.149758228308
1100,1,1,0,10010,593,2393.0852611290593
1101,1,1,0,10014,710,2590.591785008439
1102,2,1,1,10013,1650,7394.677181555651
1103,3,2,1,11215,800,5734.116361666296
1104,3,2,0,10016,1000,6642.511216049994
1105,4,1,1,10031,1100,3066.841931542087
1106,4,3,1,10028,2321,17025.078918028004
1107,2,1,0,10025,630,1762.334342549284
1108,0,1,1,10019,527,3049.8999281819506
1109,2,2,1,11101,800,6700.206230150034
1110,1,1,0,10128,650,2436.3585484460655
1111,2,2,0,10128,1380,9305.207463232247
1112,1,1,0,10011,782,3373.4033049847367
1113,0,1,1,10014,520,2584.3599617849786
1114,2,1,0,10458,750,2354.066494870459
1115,0,1,0,10010,476,2459.6623572900953
1116,0,1,0,10003,450,2209.5947449033956
1117,2,1,0,10012,744,2062.356501505241
1118,2,1,0,10016,750,2419.7512900464426
1119,2,2,1,10001,1567,10953.067724999939
1120,3,2,0,10024,650,4651.4918329185075
1121,3,1,1,10033,1110,4190.69114642127
1122,1,1,1,10025,650,2913.7664519182254
1123,2,2,1,10013,1100,7918.850080098287
1124,1,1,0,10012,655,2283.2887886785957
1125,2,2,1,10010,1000,7810.953908206462
1126,3,2,0,10308,2400,14027.741491087585
1127,2,1,1,10011,967,4011.3059298941043
1128,0,1,0,10028,580,2831.8219529665485
1129,2,1,1,11225,800,2910.0542824795266
1130,1,1,1,10011,720,3361.2339249265096
1131,5,2,0,10009,1400,7527.0952914777245
1132,1,1,0,10036,697,2769.3501565040133
1133,1,1,0,10040,690,2521.391074127485
1134,3,3,0,10001,2362,17850.62407602424
1135,2,1,1,10016,895,3548.707786400726
1136,1,1,1,10005,500,2222.3385329741186
1137,0,1,0,10001,536,2806.844679681919
1138,0,1,1,10001,570,3323.89309738022
1139,3,2,0,11207,1320,8308.043349141106
1140,1,1,0,10028,710,2836.9097669183766
1141,2,1,1,10301,1000,4156.27685058642
1142,1,1,1,11209,700,3234.559018266571
1143,0,1,0,10017,560,2467.03966379367
1144,1,1,1,11101,1000,4958.154731130198
1145,0,1,1,11432,547,3209.4172324298816
1146,0,1,0,10003,580,2926.2438460320245
1147,1,1,1,11101,627,2901.923079430362
1148,1,1,1,11375,750,3501.98268853443
1149,2,2,0,10013,930,6652.076448911575
1150,1,1,0,10128,750,2987.6270877757797
1151,3,3,0,10022,2016,15783.128241701968
1152,1,1,0,10011,690,2866.2362488013987
1153,1,1,0,10303,716,2783.774585609681
1154,3,1,0,10306,1755,6846.119452680376
1155,2,1,0,10014,900,2926.4407225580944
1156,3,2,1,10019,1100,7630.1346618668795
1157,1,1,1,10001,520,2336.69754053856
1158,3,1,0,11413,1026,3020.3208867962057
1159,2,2,0,10028,790,6122.513176061413
1160,3,1,0,10016,1000,3086.3613511939275
1161,0,1,1,10075,450,2296.999177018153
1162,3,2,0,10009,900,6193.875169182753
1163,1,1,0,10452,675,2676.808175740968
1164,1,1,1,10010,944,4657.654948502557
1165,2,2,0,10016,1118,8004.569379635859
1166,2,1,0,11358,800,2408.0145808163725
1167,2,1,0,10016,700,2144.1170203815855
1168,1,1,0,10128,654,2458.4092900192536
1169,5,2,0,10312,1200,6141.292533621867
1170,1,1,0,10016,710,2910.8051614913584
1171,2,1,0,10014,746,2077.487171990335
1172,0,1,1,10036,650,3551.4323445220452
1173,3,1,0,10302,1144,3461.447478581822
1174,2,1,1,10025,600,1926.5708950765656
1175,1,1,1,10128,800,3592.878471766835
1176,2,1,1,11222,800,2988.0549767510065
1177,3,3,1,10027,1810,14866.289073149477
1178,3,1,0,10001,2500,11499.074930587114
1179,3,1,0,10028,968,2836.060024035438
1180,0,1,1,11375,578,3265.362088064123
1181,1,1,1,11226,700,3037.504632738621
1182,1,1,0,10023,500,1839.3525225674348
1183,1,1,0,10069,825,3199.918807046617
1184,1,1,0,10012,500,1428.8225527175382
1185,1,1,0,10028,700,2781.7829129854053
1186,3,3,0,11231,1876,15072.931782117848
1187,0,1,0,10016,580,2905.7173475395302
1188,2,1,0,10461,2120,10062.446872230514
1189,0,1,1,10065,600,3206.0079799827054
1190,0,1,1,10019,398,2338.7635124466187
1191,3,2,0,10128,1250,7876.997074926818
1192,1,1,0,10011,650,2645.728833069513
1193,3,1,0,11228,1000,2774.358574108006
1194,4,2,1,11222,1350,8153.059233566901
1195,2,2,0,10016,920,6913.057671763025
1196,1,1,0,10016,540,1973.6486446308427
1197,3,1,0,10009,1050,3464.6281133212597
1198,1,1,0,10128,875,3676.7127619379235
1199,3,2,0,10021,2008,12121.297398222037
1200,1,1,0,10075,690,2578.8652699064705
1201,0,1,0,10010,580,3032.9816381929977
1202,3,1,0,10036,750,1638.3999079951582
1203,4,4,1,10011,4144,30770.43444461374
1204,0,1,0,10022,560,2779.0424408795916
1205,2,2,1,10026,1064,7687.551008351598
1206,0,1,0,10454,400,1502.9040068961467
1207,0,2,0,11249,1200,9887.942755636825
1208,1,1,0,10009,610,2462.1691146241174
1209,3,1,1,11385,850,2539.8120601435658
1210,2,1,1,10024,1400,6271.034414538301
1211,0,1,0,10009,540,2787.8424242701185
1212,3,2,0,10022,1000,6626.090017255998
1213,0,1,0,10028,580,2831.8219529665485
1214,2,2,1,11101,953,7543.647095324497
1215,1,1,1,11692,659,2934.6435225684063
1216,4,2,0,11385,1200,6984.223411150635
1217,1,1,0,10128,568,1984.3183461956996
1218,2,1,1,10040,850,3021.476564204425
1219,0,1,1,10014,544,2716.66441122411
1220,2,1,0,10462,896,3195.8662595783335
1221,1,1,0,10128,508,1653.5572225978704
1222,1,1,0,10128,558,1929.1914922627275
1223,3,2,1,10024,1451,9396.76994727572
1224,3,3,1,10128,2492,18609.51931258414
1225,1,1,1,10023,720,3381.760423419004
1226,2,2,0,10019,1000,7460.810295387768
1227,0,2,0,10014,717,6896.891734794386
1228,2,1,1,10009,750,2852.000896835114
1229,2,1,0,10018,880,3218.5063851450514
1230,0,1,0,10462,500,2435.965418186265
1231,1,1,0,10128,1004,4387.849177673255
1232,8,6,1,10471,9856,66151.36571956857
1233,2,1,0,10029,3995,20189.36170003922
1234,1,1,0,10040,650,2300.883658395599
1235,1,2,0,10128,600,5716.874143637273
1236,2,2,1,10014,1474,9976.489117492922
1237,1,1,1,10010,917,4508.812442883534
1238,3,2,0,10022,1700,10484.969792564001
1239,1,2,0,10014,672,5937.2596049192125
